-3509	54584.8	0
-3508	78505.6	0
-3507	35253.7	0.0036529
-3506	17723.8	0.489498
-3505	133339	6.8509
-3504	179629	40.9361
-3503	127777	143.521
-3502	60213	379.704
-3501	94215.7	802.491
-3500	107592	1497.63
-3499	106128	2530.27
-3498	122769	4019.93
-3497	93870.1	6096.51
-3496	107895	8850.8
-3495	150586	12176.4
-3494	168484	16076
-3493	216361	20592.4
-3492	151890	25668
-3491	177721	31156.3
-3490	182169	36956.5
-3489	256321	43040.3
-3488	228500	49390.5
-3487	123625	55973.8
-3486	148894	62619.2
-3485	154315	69373.9
-3484	184163	76383.1
-3483	149216	83497.7
-3482	141622	90696
-3481	139729	97997.1
-3480	123928	105412
-3479	234993	112581
-3478	275091	119566
-3477	256170	126429
-3476	265834	132752
-3475	408612	138593
-3474	791215	143857
-3473	1.57418e+06	148637
-3472	3.48741e+06	152887
-3471	6.68605e+06	156752
-3470	1.07169e+07	160574
-3469	1.46251e+07	164631
-3468	1.76636e+07	170182
-3467	1.96488e+07	179381
-3466	2.03858e+07	196619
-3465	1.9984e+07	229638
-3464	1.85206e+07	289719
-3463	1.66343e+07	391740
-3462	1.4602e+07	552491
-3461	1.29324e+07	789058
-3460	1.19589e+07	1.11639e+06
-3459	1.19202e+07	1.54579e+06
-3458	1.27105e+07	2.08316e+06
-3457	1.39354e+07	2.72695e+06
-3456	1.54979e+07	3.46867e+06
-3455	1.66059e+07	4.29318e+06
-3454	1.69424e+07	5.18037e+06
-3453	1.63335e+07	6.10617e+06
-3452	1.52648e+07	7.04575e+06
-3451	1.4169e+07	7.97614e+06
-3450	1.30944e+07	8.87737e+06
-3449	1.19141e+07	9.73351e+06
-3448	1.06009e+07	1.05326e+07
-3447	9.38005e+06	1.12667e+07
-3446	8.67394e+06	1.19303e+07
-3445	8.43205e+06	1.25205e+07
-3444	8.60177e+06	1.30354e+07
-3443	9.13256e+06	1.34743e+07
-3442	1.03178e+07	1.38363e+07
-3441	1.20552e+07	1.41204e+07
-3440	1.39651e+07	1.43255e+07
-3439	1.52974e+07	1.44514e+07
-3438	1.57048e+07	1.44996e+07
-3437	1.55317e+07	1.44733e+07
-3436	1.49082e+07	1.43785e+07
-3435	1.42241e+07	1.42254e+07
-3434	1.33752e+07	1.40267e+07
-3433	1.27924e+07	1.37973e+07
-3432	1.26871e+07	1.35531e+07
-3431	1.30139e+07	1.33095e+07
-3430	1.36047e+07	1.30803e+07
-3429	1.39154e+07	1.28766e+07
-3428	1.4042e+07	1.27068e+07
-3427	1.37824e+07	1.25752e+07
-3426	1.31809e+07	1.24836e+07
-3425	1.24116e+07	1.24312e+07
-3424	1.16118e+07	1.24156e+07
-3423	1.11344e+07	1.24324e+07
-3422	1.13183e+07	1.24765e+07
-3421	1.23366e+07	1.25419e+07
-3420	1.36703e+07	1.26223e+07
-3419	1.47876e+07	1.27115e+07
-3418	1.53599e+07	1.28025e+07
-3417	1.53929e+07	1.28889e+07
-3416	1.53407e+07	1.29656e+07
-3415	1.51036e+07	1.30294e+07
-3414	1.46857e+07	1.30791e+07
-3413	1.38688e+07	1.31155e+07
-3412	1.28246e+07	1.31413e+07
-3411	1.18081e+07	1.31599e+07
-3410	1.07105e+07	1.31757e+07
-3409	9.64761e+06	1.31927e+07
-3408	8.51119e+06	1.32142e+07
-3407	7.53233e+06	1.32427e+07
-3406	6.73213e+06	1.32782e+07
-3405	5.98597e+06	1.33187e+07
-3404	5.40097e+06	1.33598e+07
-3403	5.00063e+06	1.33954e+07
-3402	5.0975e+06	1.34176e+07
-3401	5.97368e+06	1.34177e+07
-3400	7.47348e+06	1.33876e+07
-3399	9.2181e+06	1.33188e+07
-3398	1.07487e+07	1.3205e+07
-3397	1.19681e+07	1.30408e+07
-3396	1.27677e+07	1.28239e+07
-3395	1.30961e+07	1.25555e+07
-3394	1.29413e+07	1.22406e+07
-3393	1.23581e+07	1.18881e+07
-3392	1.14831e+07	1.15103e+07
-3391	1.03787e+07	1.11217e+07
-3390	9.28629e+06	1.07385e+07
-3389	8.50579e+06	1.03762e+07
-3388	8.37243e+06	1.00493e+07
-3387	8.71931e+06	9.76929e+06
-3386	9.25467e+06	9.54406e+06
-3385	9.59215e+06	9.37734e+06
-3384	9.4938e+06	9.26832e+06
-3383	9.08209e+06	9.21255e+06
-3382	8.43574e+06	9.20232e+06
-3381	7.79808e+06	9.22858e+06
-3380	7.20229e+06	9.28186e+06
-3379	6.54151e+06	9.35281e+06
-3378	5.8284e+06	9.43243e+06
-3377	5.10551e+06	9.51253e+06
-3376	4.46602e+06	9.58599e+06
-3375	3.85636e+06	9.64653e+06
-3374	3.32803e+06	9.68882e+06
