2314	190421	0
2315	66192	0
2316	72481.9	0.0127433
2317	72481.9	1.69373
2318	285064	22.0538
2319	310284	118.948
2320	171744	373.536
2321	73011.6	930.19
2322	73011.6	1811.94
2323	170533	3260.98
2324	227181	5193.33
2325	236294	8046.53
2326	102588	11839.7
2327	53464.2	16718.7
2328	163693	22308.9
2329	306331	28680.1
2330	286098	35891.2
2331	142025	43710.7
2332	59593	52201.6
2333	201699	60678
2334	292157	69490.3
2335	313336	78366.4
2336	138612	87259
2337	61430.7	95959.9
2338	116310	104362
2339	162726	112696
2340	218154	120582
2341	167302	128219
2342	123493	135669
2343	67829.7	142504
2344	189601	148788
2345	337945	154522
2346	398581	159664
2347	359050	164045
2348	520326	167591
2349	1.32018e+06	170481
2350	3.50588e+06	172688
2351	8.16671e+06	174409
2352	1.45385e+07	175798
2353	2.12709e+07	177525
2354	2.63801e+07	180434
2355	2.90215e+07	186848
2356	2.9736e+07	201943
2357	2.88707e+07	235433
2358	2.67772e+07	303505
2359	2.38602e+07	427967
2360	2.06517e+07	634760
2361	1.7894e+07	950114
2362	1.56844e+07	1.39743e+06
2363	1.42385e+07	1.99419e+06
2364	1.32809e+07	2.74976e+06
2365	1.24888e+07	3.66337e+06
2366	1.16564e+07	4.72316e+06
2367	1.08215e+07	5.90644e+06
2368	9.78301e+06	7.18166e+06
2369	8.77837e+06	8.51106e+06
2370	7.78069e+06	9.85179e+06
2371	7.20064e+06	1.11608e+07
2372	7.25883e+06	1.23981e+07
2373	7.61711e+06	1.35272e+07
2374	7.88612e+06	1.45185e+07
2375	7.65042e+06	1.53483e+07
2376	7.51735e+06	1.60008e+07
2377	7.99542e+06	1.64682e+07
2378	9.10129e+06	1.67497e+07
2379	1.03818e+07	1.68518e+07
2380	1.11398e+07	1.67867e+07
2381	1.11996e+07	1.6571e+07
2382	1.07026e+07	1.62253e+07
2383	9.99149e+06	1.57722e+07
2384	9.08722e+06	1.52368e+07
2385	7.94067e+06	1.46458e+07
2386	6.78158e+06	1.40248e+07
2387	6.08961e+06	1.33981e+07
2388	5.87778e+06	1.27866e+07
2389	6.21646e+06	1.22069e+07
2390	6.57172e+06	1.16714e+07
2391	7.09049e+06	1.11871e+07
2392	7.76786e+06	1.07569e+07
2393	8.81741e+06	1.03793e+07
2394	1.01241e+07	1.00503e+07
2395	1.12161e+07	9.76405e+06
2396	1.19626e+07	9.51348e+06
2397	1.19513e+07	9.29203e+06
2398	1.16059e+07	9.09443e+06
2399	1.12559e+07	8.91703e+06
2400	1.09284e+07	8.759e+06
2401	1.04857e+07	8.62154e+06
2402	9.75206e+06	8.5073e+06
2403	9.2128e+06	8.41971e+06
2404	8.80513e+06	8.3621e+06
2405	8.3786e+06	8.33699e+06
2406	7.83433e+06	8.34498e+06
2407	7.3245e+06	8.38571e+06
2408	7.08846e+06	8.45654e+06
2409	6.99911e+06	8.55297e+06
2410	7.35599e+06	8.66889e+06
2411	7.99737e+06	8.79683e+06
2412	8.81663e+06	8.92883e+06
2413	9.27515e+06	9.05613e+06
2414	9.23987e+06	9.17092e+06
2415	9.01259e+06	9.26636e+06
2416	8.50248e+06	9.33762e+06
2417	7.80782e+06	9.38225e+06
2418	6.83153e+06	9.39934e+06
2419	5.86031e+06	9.39071e+06
2420	5.0439e+06	9.35951e+06
2421	4.34148e+06	9.30968e+06
2422	3.85684e+06	9.24492e+06
2423	3.61422e+06	9.16867e+06
2424	3.62669e+06	9.08389e+06
2425	3.93654e+06	8.99153e+06
2426	4.46554e+06	8.89116e+06
2427	5.09357e+06	8.78121e+06
2428	5.45366e+06	8.65956e+06
2429	5.52379e+06	8.52317e+06
2430	5.28693e+06	8.36937e+06
